Current Team,Last_Name,First_Name,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,City,State_Province,Country
Omaha,Lurie, Charlie,24,Forwards,So,5-11,187,3/11/2003,"Minnetonka, Minn.",71,,,,Cedar Rapids,USHL,Minnetonka,Minnesota,USA
Omaha,Mitchell, Cam,16,Forwards,Jr,5-9,170,3/9/2001,"Stony Plain, Alb.",69,,,,Omaha,USHL,Stony Plain,Alberta,Canada
Omaha,Mueller, Ty,19,Forwards,Sr,5-11,200,2/26/2003,"Cochrane, Alb.",71,2023,VAN,4,Sherwood Park,AJHL,Cochrane,Alberta,Canada
Omaha,Pinoniemi, Garrett,13,Forwards,Sr,6-0,170,7/15/2001,"Robbinsdale, Minn.",72,,,,Minnesota,B10,Robbinsdale,Minnesota,USA
Omaha,Risk, Brady,11,Forwards,Gr,5-9,174,3/16/1999,"Medicine Hat, Alb.",69,,,,Alaska,Independents,Medicine Hat,Alberta,Canada
Omaha,Rollwagen, Tyler,21,Forwards,Jr,5-11,181,3/20/2001,"Bloomington, Minn.",71,,,,Fargo,USHL,Bloomington,Minnesota,USA
Omaha,Slipec, Jacob,13,Forwards,Jr,5-11,180,12/5/2001,"White Rock, B.C.",71,,,,Surrey,BCHL,White Rock,British Columbia,Canada
Omaha,Stange, Sam,3,Forwards,Gr,6-1,211,4/20/2001,"Eau Claire, Wis.",73,2020,DET,4,Wisconsin,B10,Eau Claire,Wisconsin,USA
Omaha,Urdahl, Zach,6,Forwards,Sr,6-1,195,10/13/2001,"Eau Claire, Wis.",73,,,,Wisconsin,B10,Eau Claire,Wisconsin,USA
Omaha,Van Houtte-Cachero, Alexi,17,Forwards,Fr,6-0,184,3/21/2003,"Montréal, Que.",72,,,,Sioux City,USHL,Montréal,Quebec,Canada
Omaha,Watkins, Liam,27,Forwards,Fr,6-1,199,7/13/2004,"Okotoks, Alb.",73,,,,Des Moines,USHL,Okotoks,Alberta,Canada
Omaha,Craig, Will,1,Goaltenders,So,6-2,229,5/16/2002,"Ennismore, Ont.",74,,,,New Mexico,NAHL,Ennismore,Ontario,Canada
Omaha,Latkoczy, Simon,30,Goaltenders,Jr,5-11,175,6/1/2002,"Trencin, Slovakia",71,,,,Madison,USHL,Trencin,Slovakia,Slovakia
Omaha,Reidler, Kevin,35,Goaltenders,Fr,6-6,206,9/2/2004,"Gävle, Sweden",78,2022,OTT,5,Dubuque,USHL,Gävle,Sweden,Sweden
Michigan Tech,Bezick, Oliver,24,Defensemen,Jr,6-0,190,6/12/2001,"Delray Beach, Fla.",72,,,,Amarillo,NAHL,Delray Beach,Florida,USA
Michigan Tech,Brown, Rylan,3,Defensemen,Fr,6-0,170,1/23/2005,"Sherwood Park, Alb.",72,,,,Okotoks,BCHL,Sherwood Park,Alberta,Canada
Michigan Tech,Campbell, Matthew,15,Defensemen,So,6-1,180,3/4/2003,"North Vancouver, B.C.",73,,,,Quinnipiac,ECAC,North Vancouver,British Columbia,Canada
Michigan Tech,Hurtig, Viktor,3,Defensemen,Sr,6-6,198,4/28/2002,"Falun, Sweden",78,2021,NJD,6,Michigan State,B10,Falun,Sweden,Sweden
Michigan Tech,Miller, Tyler,13,Defensemen,Fr,6-0,176,9/16/2004,"Medicine Hat, Alb.",72,,,,Waterloo,USHL,Medicine Hat,Alberta,Canada
Michigan Tech,Pietila, Chase,17,Defensemen,So,6-3,188,3/3/2004,"Howell, Mich.",75,2024,PIT,4,Youngstown,USHL,Howell,Michigan,USA
Michigan Tech,Russell, Trevor,8,Defensemen,Sr,6-2,205,2/2/2000,"Old Hickory, Tenn.",74,,,,Aberdeen,NAHL,Old Hickory,Tennessee,USA
Michigan Tech,Vaharautio, Kasper,7,Defensemen,Jr,6-0,194,10/2/2002,"Vantaa, Finland",72,,,,Jokerit,SM-sarja,Vantaa,Finland,Finland
Michigan Tech,Williams, Nick,19,Defensemen,So,5-10,177,9/21/2002,"Edina, Minn.",70,,,,Youngstown,USHL,Edina,Minnesota,USA
Michigan Tech,Baker, Owen,11,Forwards,Jr,5-10,185,1/29/2004,"Howell, Mich.",70,,,,Michigan State,B10,Howell,Michigan,USA
Michigan Tech,Bartle, Henry,4,Forwards,So,6-2,185,6/3/2003,"Blaine, Minn.",74,,,,Des Moines,USHL,Blaine,Minnesota,USA
Michigan Tech,Disher, Quinn,28,Forwards,Fr,6-0,181,6/23/2003,"Fort St. John, B.C.",72,,,,Wisconsin,NAHL,Fort St. John,British Columbia,Canada
Michigan Tech,Fankl, Philip,12,Forwards,Fr,6-3,203,9/19/2004,"Stockholm, Sweden",75,,,,Leksands IF,J20 Nationell,Stockholm,Sweden,Sweden
Michigan Tech,Gordon, Isaac,16,Forwards,So,5-11,190,1/29/2004,"Landmark, Man.",71,,,,Sioux Falls,USHL,Landmark,Manitoba,Canada
Michigan Tech,Jansson, Elias,10,Forwards,Fr,6-0,193,4/13/2005,"Oulu, Finland",72,,,,Karpat,SM-sarja,Oulu,Finland,Finland
Michigan Tech,Koskipirtti, Max,14,Forwards,So,6-0,180,8/16/2004,"Espoo, Finland",72,,,,Kiekko-Espoo,SM-sarja,Espoo,Finland,Finland
Michigan Tech,Kukkonen, Trevor,23,Forwards,Jr,5-10,184,2/1/2001,"Maple Grove, Minn.",70,,,,Minnesota,NAHL,Maple Grove,Minnesota,USA
Michigan Tech,Leppä, Tom,2,Forwards,Fr,6-0,183,7/31/2005,"Kauniainen, Finland",72,,,,Fargo,USHL,Kauniainen,Finland,Finland
Michigan Tech,Matter, Ryder,20,Forwards,Fr,6-0,185,9/15/2004,"Beaumont, Alb.",72,,,,Spruce Grove,BCHL,Beaumont,Alberta,Canada
Michigan Tech,Morrell, Logan,9,Forwards,Fr,6-3,194,8/2/2003,"Mesa, Ariz.",75,,,,Langley,BCHL,Mesa,Arizona,USA
Michigan Tech,Nordstrom, Alex,18,Forwards,Sr,6-0,180,11/15/2000,"Atlantic Mine, Mich.",72,,,,Green Bay,USHL,Atlantic Mine,Michigan,USA
Michigan Tech,Pedersen, Marcus,22,Forwards,Sr,6-3,200,5/25/2001,"Stockholm, Sweden",75,,,,Malmo,J20 Nationell,Stockholm,Sweden,Sweden
Michigan Tech,Raiman, Lauri,6,Forwards,So,5-11,179,1/27/2004,"Vantaa, Finland",71,,,,Pelicans,SM-sarja,Vantaa,Finland,Finland
Michigan Tech,Richartz, Blais,21,Forwards,Gr,6-0,195,6/23/2000,"Menomonie, Wis.",72,,,,Lincoln,USHL,Menomonie,Wisconsin,USA
Michigan Tech,Works, Jack,29,Forwards,Sr,5-11,185,5/23/2001,"Yellowknife, NWT",71,,,,Denver,NCHC,Yellowknife,Northwest Territories,Canada
Michigan Tech,Mullahy, Derek,35,Goaltenders,Gr,6-1,190,3/20/2001,"Scituate, Mass.",73,,,,Harvard,ECAC,Scituate,Massachusetts,USA
Michigan Tech,Vayrynen, Max,30,Goaltenders,Jr,6-2,195,6/18/2002,"Espoo, Finland",74,,,,Assat,SM-sarja,Espoo,Finland,Finland
Colorado College,Baer, Nick,15,Defensemen,Fr,6-0,187,3/14/2004,"Minnetonka, Minn.",72,,,,Bismarck,NAHL,Minnetonka,Minnesota,USA
Colorado College,Blais-Savoie, Philippe,7,Defensemen,Fr,6-0,200,6/10/2005,"San Jose, Calif.",72,,,,Tri-City,USHL,San Jose,California,USA
Colorado College,Burkholder, Max,4,Defensemen,So,5-8,176,8/8/2003,"Chaska, Minn.",68,,,,Dubuque,USHL,Chaska,Minnesota,USA
Colorado College,Dunbar, Tyler,21,Defensemen,So,6-1,190,12/18/2003,"Sault Ste. Marie, Mich.",73,,,,Lincoln,USHL,Sault Ste. Marie,Michigan,USA
Colorado College,Gallagher, Ty,6,Defensemen,Gr,6-0,190,3/6/2003,"Clarkston, Mich.",72,2021,BOS,7,Boston University,HEA,Clarkston,Michigan,USA
Colorado College,Koering, Ryan,5,Defensemen,Fr,6-4,195,2/11/2005,"Eden Prairie, Minn.",76,,,,Muskegon,USHL,Eden Prairie,Minnesota,USA
Colorado College,Scott, Fisher,18,Defensemen,Fr,6-1,185,10/27/2004,"Carbondale, Colo.",73,2024,DET,7,Dubuque,USHL,Carbondale,Colorado,USA
Colorado College,Straky, Ethan,23,Defensemen,Jr,5-11,179,4/18/2003,"Walnut Creek, Calif.",71,,,,Green Bay,USHL,Walnut Creek,California,USA
Colorado College,Beck, Ryan,8,Forwards,Jr,5-9,185,8/25/2002,"Linden, Mich.",69,,,,Dubuque,USHL,Linden,Michigan,USA
Colorado College,Beckner, Owen,9,Forwards,Fr,6-2,193,2/27/2005,"Victoria, B.C.",74,2023,OTT,7,Tri-City,USHL,Victoria,British Columbia,Canada
Colorado College,Brisson, Jordan,22,Forwards,Fr,6-2,188,12/1/2003,"Manhattan Beach, Calif.",74,,,,Chicago,USHL,Manhattan Beach,California,USA
Colorado College,Coffey, Tyler,17,Forwards,Gr,5-10,180,5/19/2000,"Hamilton, N.J.",70,,,,Sioux Falls,USHL,Hamilton,New Jersey,USA
Colorado College,Cooley, Stanley,27,Forwards,Sr,5-11,194,5/27/2002,"Ottawa, Ont.",71,,,,Lincoln,USHL,Ottawa,Ontario,Canada
Colorado College,Laba, Noah,26,Forwards,Jr,6-1,181,8/4/2003,"Northville, Mich.",73,2022,NYR,4,Lincoln,USHL,Northville,Michigan,USA
Colorado College,Lindberg, Gavin,20,Forwards,Fr,6-0,197,4/20/2004,"Moorhead, Minn.",72,,,,Waterloo,USHL,Moorhead,Minnesota,USA
Colorado College,Link, Bret,10,Forwards,So,6-3,188,4/9/2002,"Anchorage, Alaska",75,,,,Fargo,USHL,Anchorage,Alaska,USA
Colorado College,McLane, Chase,17,Forwards,Gr,6-2,183,4/22/2000,"Trenton, Mich.",74,2020,NSH,7,Penn State,B10,Trenton,Michigan,USA
Colorado College,Middleton, Tommy,12,Forwards,Sr,5-11,176,6/19/2000,"Midland, Mich.",71,,,,Janesville,NAHL,Midland,Michigan,USA
Colorado College,Montgomery, Drew,29,Forwards,So,5-11,170,3/27/2003,"Grand Forks, N.D.",71,,,,Omaha,USHL,Grand Forks,North Dakota,USA
Colorado College,Strobel, Charlie,27,Forwards,Sr,6-1,190,7/9/2001,"Stillwater, Minn.",73,,,,Minnesota,B10,Stillwater,Minnesota,USA
Colorado College,Stuart, Riley,25,Forwards,So,6-2,201,1/17/2002,"Phoenix, Ariz.",74,,,,Dubuque,USHL,Phoenix,Arizona,USA
Colorado College,Veinbergs, Klavs,24,Forwards,So,6-3,198,3/27/2003,"Riga, Latvia",75,2022,TBL,7,Lincoln,USHL,Riga,Latvia,Latvia
Colorado College,Veremyev, Gleb,28,Forwards,Jr,6-4,201,6/28/2003,"Sayreville, N.J.",76,,,,Lincoln,USHL,Sayreville,New Jersey,USA
Colorado College,Wisdom, Zaccharya,2,Forwards,So,6-0,174,4/21/2004,"Toronto, Ont.",72,2023,SEA,7,Cedar Rapids,USHL,Toronto,Ontario,Canada
Colorado College,Mbereko, Kaidan,30,Goaltenders,Jr,5-11,185,7/28/2003,"West Bloomfield, Mich.",71,,,,Lincoln,USHL,West Bloomfield,Michigan,USA
Colorado College,Musser, Carsen,32,Goaltenders,Fr,6-4,220,5/19/2005,"Sherburn, Minn.",76,2023,ARI,6,Madison,USHL,Sherburn,Minnesota,USA
Colorado College,Wilder, Henry,31,Goaltenders,Sr,6-0,180,3/19/2001,"Needham, Mass.",72,,,,Boston College,HEA,Needham,Massachusetts,USA
Union,Côté, David,5,Defensemen,Fr,6-4,200,10/8/2003,"St-Bruno-de-Montarville, Que.",76,,,,Steinbach,MJHL,St-Bruno-de-Montarville,Quebec,Canada
Union,Ferguson, Cullen,6,Defensemen,Sr,6-0,185,2/16/2001,"Binbrook, Ont.",72,,,,Aberdeen,NAHL,Binbrook,Ontario,Canada
Union,Hart, D.J.,2,Defensemen,So,6-3,210,2/23/2002,"Stamford, Conn.",75,,,,Lincoln,USHL,Stamford,Connecticut,USA
Union,Mell, Cal,3,Defensemen,Jr,5-11,180,1/30/2001,"Cumming, Ga.",71,,,,Janesville,NAHL,Cumming,Georgia,USA
Union,Messina, Joseph,23,Defensemen,So,5-9,185,2/1/2002,"Woodbridge, Ont.",69,,,,Langley,BCHL,Woodbridge,Ontario,Canada
Union,Miles, Brendan,26,Defensemen,Sr,6-1,176,12/12/2001,"Farmington Hills, Mich.",73,,,,Michigan,B10,Farmington Hills,Michigan,USA
Union,Phillips, Josh,4,Defensemen,Sr,6-2,185,5/24/2001,"Getzville, N.Y.",74,,,,Minnesota,NAHL,Getzville,New York,USA
Union,Prokop, John,21,Defensemen,Jr,6-3,185,5/13/2001,"Wausau, Wis.",75,,,,Des Moines,USHL,Wausau,Wisconsin,USA
Union,Young, Nick,7,Defensemen,Jr,6-3,215,9/12/2001,"Raleigh, N.C.",75,,,,St. Cloud,NAHL,Raleigh,North Carolina,USA
Union,Benz, Ethan,10,Forwards,Jr,6-1,190,3/29/2001,"Shakopee, Minn.",73,,,,St. Cloud,NAHL,Shakopee,Minnesota,USA
Union,Brueck, Riley,27,Forwards,Fr,6-2,190,5/7/2003,"Chesterfield, Mo.",74,,,,Sioux City,USHL,Chesterfield,Missouri,USA
Union,Buhr, Brandon,14,Forwards,Jr,6-2,200,7/7/2002,"Burnaby, B.C.",74,,,,Clarkson,ECAC,Burnaby,British Columbia,Canada
Union,Buzziol, Lucas,16,Forwards,Fr,6-1,194,4/5/2004,"Mississauga, Ont.",73,,,,Alberni Valley,BCHL,Mississauga,Ontario,Canada
Union,Hanley, Nate,24,Forwards,Jr,5-11,185,5/30/2002,"Rocky Point, N.Y.",71,,,,Cedar Rapids,USHL,Rocky Point,New York,USA
Union,Jeannette, Jacob,22,Forwards,So,6-1,200,12/13/2002,"Duluth, Minn.",73,,,,Tri-City,USHL,Duluth,Minnesota,USA
Union,Korpi, Carter,12,Forwards,Jr,6-0,185,7/28/2001,"South Lyon, Mich.",72,,,,Wichita Falls,NAHL,South Lyon,Michigan,USA
Union,Lindauer, Parker,17,Forwards,Jr,5-11,180,5/17/2001,"Madison, Wis.",71,,,,Maine,HEA,Madison,Wisconsin,USA
Union,MacArthur, Colby,11,Forwards,Jr,6-3,185,11/2/2001,"Summerside, P.E.I.",75,,,,Summerside Western,MHL,Summerside,Prince Edward Island,Canada
Union,Muthersbaugh, Ben,18,Forwards,Fr,5-11,190,2/15/2004,"Gilford, N.H.",71,,,,Cedar Rapids,USHL,Gilford,New Hampshire,USA
Union,Nixon, Josh,15,Forwards,Sr,5-9,175,5/9/2000,"Mississauga, Ont.",69,,,,Lake Superior,CCHA,Mississauga,Ontario,Canada
Union,Pilosof, Eli,20,Forwards,So,5-10,180,6/10/2002,"Toronto, Ont.",70,,,,Pickering,OJHL,Toronto,Ontario,Canada
Union,Richter, Thomas,9,Forwards,Sr,6-1,175,6/6/2000,"Greenwich, Conn.",73,,,,Penticton,BCHL,Greenwich,Connecticut,USA
Union,Smith, Connor,8,Forwards,Fr,5-11,185,6/6/2003,"Hugo, Minn.",71,,,,Oklahoma,NAHL,Hugo,Minnesota,USA
Union,Sutton, Drew,19,Forwards,Fr,5-10,170,2/10/2003,"Hortonville, Wis.",70,,,,Oklahoma,NAHL,Hortonville,Wisconsin,USA
Union,Villegas, Caden,28,Forwards,Sr,5-8,167,2/19/2001,"Plano, Texas",68,,,,Tri-City,USHL,Plano,Texas,USA
Union,Chauvette, Kyle,36,Goaltenders,Jr,6-1,170,10/5/2001,"Goffstown, N.H.",73,,,,Youngstown,USHL,Goffstown,New Hampshire,USA
Union,Massie, Lucas,31,Goaltenders,Fr,6-1,185,,"Claremont, Calif.",73,,,,Lincoln,USHL,Claremont,California,USA
Union,Sharib, Joe,35,Goaltenders,Sr,5-11,170,8/16/2001,"Natick, Mass.",71,,,,Connecticut ,NCDC,Natick,Massachusetts,USA
New Hampshire,Babbage, Jack,2,Defensemen,Sr,6-1,192,8/30/2000,"Tully, N.Y.",73,,,,Quinnipiac,ECAC,Tully,New York,USA
New Hampshire,Fitzgerald, Brendan,19,Defensemen,So,6-0,165,3/6/2003,"North Reading, Mass.",72,,,,Cedar Rapids,USHL,North Reading,Massachusetts,USA
New Hampshire,Gagne, Alex,28,Defensemen,Sr,6-4,207,8/12/2002,"Bedford, N.H.",76,2021,TBL,6,Muskegon,USHL,Bedford,New Hampshire,USA
New Hampshire,Hahn, Zach,5,Defensemen,So,6-2,205,8/6/2002,"Huntington, N.Y.",74,,,,P.A.L. Jr. Islanders,NCDC,Huntington,New York,USA
New Hampshire,Huard, Colton,20,Defensemen,Sr,6-3,200,11/27/2000,"Welland, Ont.",75,,,,Chicago,USHL,Welland,Ontario,Canada
New Hampshire,Jenson, Nikolai,8,Defensemen,Gr,5-11,193,7/28/2000,"Cold Spring, Minn.",71,,,,Youngstown,USHL,Cold Spring,Minnesota,USA
New Hampshire,Lindner, Luis,15,Defensemen,Sr,5-11,170,5/16/2001,"Spittal an der Drau, AUT",71,,,,American Int'l,AHA,Spittal an der Drau,Austria,Austria
New Hampshire,Player, Josh,13,Defensemen,Fr,6-0,190,5/13/2005,"Thorofare, N.J.",72,,,,Green Bay,USHL,Thorofare,New Jersey,USA
New Hampshire,Reid, Luke,16,Defensemen,Gr,6-0,192,9/26/2001,"Warman, Sask.",72,2020,NSH,6,Chicago,USHL,Warman,Saskatchewan,Canada
New Hampshire,Conmy, Ryan,36,Forwards,So,5-10,190,10/23/2004,"Alexandria, Va.",70,2023,LAK,6,Sioux City,USHL,Alexandria,Virginia,USA
New Hampshire,Cronin, Robert,24,Forwards,Sr,5-10,187,8/15/2000,"Plymouth, Mass.",70,,,,Dubuque,USHL,Plymouth,Massachusetts,USA
New Hampshire,Devlin, Liam,12,Forwards,Sr,5-11,192,1/7/2001,"Needham, Mass.",71,,,,Omaha,USHL,Needham,Massachusetts,USA
New Hampshire,Lavins, Marty,6,Forwards,So,6-1,185,4/10/2003,"Riga, Latvia",73,,,,Cedar Rapids,USHL,Riga,Latvia,Latvia
New Hampshire,LeClerc, Cy,29,Forwards,Jr,5-9,175,8/17/2002,"Brentwood, N.H.",69,,,,Janesville,NAHL,Brentwood,New Hampshire,USA
New Hampshire,Lovett, Conor,3,Forwards,Sr,5-11,200,4/7/2001,"Franklin, Mass.",71,,,,Cedar Rapids,USHL,Franklin,Massachusetts,USA
New Hampshire,MacPherson, Ryan,7,Forwards,Fr,6-1,185,3/2/2005,"Windsor, Ont.",73,2023,PHI,6,Penticton,BCHL,Windsor,Ontario,Canada
New Hampshire,MacPherson, Connor,27,Forwards,Fr,6-0,175,3/2/2005,"Windsor, Ont.",72,,,,Penticton,BCHL,Windsor,Ontario,Canada
New Hampshire,Ring, Nick,25,Forwards,So,5-10,180,10/26/2003,"Hingham, Mass.",70,,,,Sioux Falls,USHL,Hingham,Massachusetts,USA
New Hampshire,Siedem, Jason,23,Forwards,So,5-10,185,10/17/2002,"Madison, N.J.",70,,,,Blackfalds,AJHL,Madison,New Jersey,USA
New Hampshire,Skrastins, Kristaps,17,Forwards,Jr,5-10,180,11/20/2001,"Riga, Latvia",70,,,,Amarillo,NAHL,Riga,Latvia,Latvia
New Hampshire,Sweeney, Connor,9,Forwards,Sr,6-2,200,5/5/2000,"North Andover, Mass.",74,,,,Islanders Hockey Club,NCDC,North Andover,Massachusetts,USA
New Hampshire,Turner, J.P.,22,Forwards,So,6-0,195,1/31/2003,"East Falmouth, Mass.",72,,,,Fargo,USHL,East Falmouth,Massachusetts,USA
New Hampshire,Walsh, Ronan,10,Forwards,So,6-4,210,5/3/2002,"Andover, N.H.",76,,,,Amarillo,NAHL,Andover,New Hampshire,USA
New Hampshire,Winters, Morgan,26,Forwards,Jr,5-11,165,12/8/2001,"Osprey, Fla.",71,,,,Omaha,USHL,Osprey,Florida,USA
New Hampshire,Gaughan, Raphael,35,Goaltenders,Gr,6-1,185,2/11/2000,"Somersworth, N.H.",73,,,,Northeast,NAHL,Somersworth,New Hampshire,USA
New Hampshire,Whale, Jared,30,Goaltenders,Sr,6-0,185,11/1/2002,"Calgary, Alb.",72,,,,Alaska-Anchorage,Independents,Calgary,Alberta,Canada
St Thomas,Abrahamsson, Tobias,46,Defensemen,So,6-4,214,8/30/2003,"Jonkoping, Sweden",76,,,,HV71,J20,Jonkoping,Sweden,Sweden
St Thomas,Cheslock, Chase,26,Defensemen,So,6-3,205,10/25/2004,"Rogers, Minn.",75,2023,NJD,5,Omaha,USHL,Rogers,Minnesota,USA
St Thomas,Docter, Grant,24,Defensemen,Sr,5-10,174,12/6/2000,"Golden Valley, Minn.",70,,,,Michigan Tech,,Golden Valley,Minnesota,USA
St Thomas,Elias, Ethan,16,Defensemen,Fr,5-8,187,4/3/2003,"Maple Grove, Minn.",68,,,,Madison,USHL,Maple Grove,Minnesota,USA
St Thomas,Foley, Chase,7,Defensemen,Gr,5-10,170,2/17/2000,"Mendota Heights, Minn.",70,,,,Colorado College,NCHC,Mendota Heights,Minnesota,USA
St Thomas,Gauer, Ethan,18,Defensemen,Gr,6-0,185,12/23/1999,"Farmington, Mich.",72,,,,Bemidji State,WCHA,Farmington,Michigan,USA
St Thomas,Miller, Cole,4,Defensemen,So,5-11,181,8/27/2002,"Littleton, Colo.",71,,,,Sioux Falls,USHL,Littleton,Colorado,USA
St Thomas,Peters, Carson,21,Defensemen,Jr,6-3,200,10/28/2002,"Minneapolis, Minn.",75,,,,Cedar Rapids,USHL,Minneapolis,Minnesota,USA
St Thomas,Poolman, Mason,10,Defensemen,So,6-1,179,1/31/2002,"East Grand Forks, Minn.",73,,,,Penticton,BCHL,East Grand Forks,Minnesota,USA
St Thomas,Ratzlaff, Jake,6,Defensemen,Jr,6-2,215,6/23/2002,"Rosemount, Minn.",74,,,,Madison,USHL,Rosemount,Minnesota,USA
St Thomas,Simmons-Fischer, Braidan,28,Defensemen,Jr,6-7,220,1/26/2002,"Detroit, Mich.",79,,,,Austin,NAHL,Detroit,Michigan,USA
St Thomas,Sofo, Jase,14,Defensemen,So,6-3,190,6/25/2002,"Sylvania, Ohio",75,,,,Amarillo,NAHL,Sylvania,Ohio,USA
St Thomas,Braccini, Jake,17,Forwards,Jr,5-11,192,7/2/2001,"Hanover, Minn.",71,,,,Muskegon,USHL,Hanover,Minnesota,USA
St Thomas,Christy, Ray,13,Forwards,Gr,5-10,170,9/15/1999,"St. Paul, Minn.",70,,,,Colorado College,NCHC,St. Paul,Minnesota,USA
St Thomas,Donovan, Ryder,27,Forwards,Gr,6-4,204,10/4/2000,"Duluth, Minn.",76,2019,VGK,4,Wisconsin,B10,Duluth,Minnesota,USA
St Thomas,Gay, Cooper,20,Forwards,Jr,6-4,210,3/15/2002,"Edina, Minn.",76,,,,Fargo,USHL,Edina,Minnesota,USA
St Thomas,Gleason, Matthew,5,Forwards,Sr,5-8,175,9/20/2001,"St. Paul, Minn.",68,,,,Colorado College,NCHC,St. Paul,Minnesota,USA
St Thomas,Laylin, Casy,9,Forwards,Fr,5-9,170,1/9/2004,"St. Michael, Minn.",69,,,,Salmon Arm,BCHL,St. Michael,Minnesota,USA
St Thomas,Laylin, Luc,19,Forwards,Jr,5-8,170,12/30/2001,"St. Michael, Minn.",68,,,,Prince George,BCHL,St. Michael,Minnesota,USA
St Thomas,Malmquist, Liam,25,Forwards,Sr,5-10,165,10/8/2000,"Edina, Minn.",70,,,,Wisconsin,B10,Edina,Minnesota,USA
St Thomas,Metz, J.D.,29,Forwards,So,6-2,194,10/24/2002,"Mahtomedi, Minn.",74,,,,New Mexico,NAHL,Mahtomedi,Minnesota,USA
St Thomas,Mikan, Nicholas,28,Forwards,Fr,6-4,229,3/31/2004,"Edina, Minn.",76,,,,Vernon,BCHL,Edina,Minnesota,USA
St Thomas,O'Neill, Ryan,11,Forwards,Jr,5-10,175,2/25/2001,"Roseville, Minn.",70,,,,St. Cloud,NAHL,Roseville,Minnesota,USA
St Thomas,Pepper, Quinton,15,Forwards,Jr,6-3,187,1/31/2002,"London, Ont.",75,,,,Steinbach,MJHL,London,Ontario,Canada
St Thomas,Sterzer, Caige,19,Forwards,Gr,6-5,216,8/8/2000,"Kimberley, B.C.",77,,,,Lindenwood,Independents,Kimberley,British Columbia,Canada
St Thomas,Tell, Alexander,12,Forwards,Fr,6-0,180,3/18/2004,"Linköping, Sweden",72,,,,"Linkoping HC J20 ""A""",,Linköping,Sweden,Sweden
St Thomas,Wahlin, Lucas,3,Forwards,Jr,5-11,160,5/3/2001,"Woodbury, Minn.",71,,,,Lincoln,USHL,Woodbury,Minnesota,USA
St Thomas,Prazma, Max,39,Goaltenders,So,6-4,194,1/12/2002,"Calgary, Alb.",76,,,,Calgary,AJHL,Calgary,Alberta,Canada
St Thomas,Sibell, Jake,30,Goaltenders,Jr,6-7,220,1/3/2000,"Isanti, Minn.",79,,,,Niagara,AHA,Isanti,Minnesota,USA
St Thomas,Trotter, Aaron,31,Goaltenders,Sr,6-2,170,4/7/2001,"Victoria, B.C.",74,,,,Prince George,BCHL,Victoria,British Columbia,Canada
Merrimack,Bookman, Zach,37,Defensemen,Jr,5-10,178,3/29/2002,"Syracuse, N.Y.",70,,,,Brooks,BCHL,Syracuse,New York,USA
Merrimack,Enns, Colby,55,Defensemen,Gr,6-2,195,9/16/1999,"Minot, N.D.",74,,,,Northern Michigan,CCHA,Minot,North Dakota,USA
Merrimack,Griebel, Trevor,5,Defensemen,Jr,5-10,165,3/7/2001,"Tampa, Fla.",70,,,,Fargo,USHL,Tampa,Florida,USA
Merrimack,King, Nathan,2,Defensemen,Fr,6-2,192,6/11/2004,"Victoria, B.C.",74,,,,Victoria,BCHL,Victoria,British Columbia,Canada
Merrimack,Kungle, Cam,17,Defensemen,So,6-3,202,3/28/2002,"Red Deer, Alb.",75,,,,Lake Superior,CCHA,Red Deer,Alberta,Canada
Merrimack,Mysak, Josef,24,Defensemen,Gr,6-3,216,9/8/1999,"Litvinov, Czech Republic",75,,,,Niagara,AHA,Litvinov,Czech Republic,Czech Republic
Merrimack,Powell, Seamus,4,Defensemen,So,6-0,165,4/26/2004,"Marcellus, N.Y.",72,,,,Boston College,HEA,Marcellus,New York,USA
Merrimack,Wattvil, Max,7,Defensemen,So,6-2,192,8/11/2002,"Stockholm, Sweden",74,,,,Minnesota,NAHL,Stockholm,Sweden,Sweden
Merrimack,Zivlak, Ivan,26,Defensemen,Sr,6-2,179,8/8/2002,"Gislaved, Sweden",74,,,,Linköping,J20 Nationell,Gislaved,Sweden,Sweden
Merrimack,Bono, Ethan,20,Forwards,So,6-3,201,1/15/2004,"Port McNeill, B.C.",75,,,,Alberni Valley,BCHL,Port McNeill,British Columbia,Canada
Merrimack,Citara, Michael,22,Forwards,Sr,5-10,175,4/22/2002,"New Hope, Pa.",70,,,,Providence,HEA,New Hope,Pennsylvania,USA
Merrimack,Cranston, Caden,21,Forwards,Fr,5-10,174,3/23/2004,"Rochester, N.Y.",70,,,,Surrey,BCHL,Rochester,New York,USA
Merrimack,Daneault, Ty,43,Forwards,So,5-11,161,12/20/2004,"Red Deer, Alb.",71,,,,Drumheller,AJHL,Red Deer,Alberta,Canada
Merrimack,Emerson, Michael,24,Forwards,Jr,6-1,192,12/26/2003,"Yorktown Heights, N.Y.",73,2023,CAR,6,North Dakota,NCHC,Yorktown Heights,New York,USA
Merrimack,Fitzpatrick, Caelan,29,Forwards,Fr,5-11,0,,"Moose Jaw, Sask.",71,,,,Brooks,BCHL,Moose Jaw,Saskatchewan,Canada
Merrimack,Hillier, Mark,10,Forwards,Sr,6-1,180,3/18/2002,"Labrador City, Newf.",73,,,,St. Andrew's College,CISAA,Labrador City,Newfoundland and Labrador,Canada
